review_token,Payment
"[6, 16, 89, 96, 268, 49, 20, 5, 868, 4, 54, 1101, 37, 12, 16, 495, 1099, 74, 6, 5, 123, 93, 252, 12, 5, 543, 2, 1, 14]",0
"[6, 16, 18, 96, 9, 82, 23, 4, 267, 39, 532, 65, 18, 268, 27, 1102, 98, 9, 82, 140, 65, 393, 37, 393, 8, 495, 102, 16, 12, 96, 11, 12, 268, 11, 30, 18, 268, 6, 2418, 93, 120, 12, 10, 5, 18, 96, 94, 188, 637, 532, 239, 65, 18, 268, 13, 37, 393, 8, 495, 11, 124]",0
"[24, 1, 17, 63, 2, 8, 87, 17, 16, 57, 140, 73, 154, 581, 52, 10, 154, 9, 5, 582, 28, 91, 432, 138, 1, 134, 113, 251, 52, 80, 92, 1, 3, 244, 17, 38, 369, 262, 9, 1, 10, 219]",0
"[132, 32, 13, 7, 6, 11, 43, 96, 140, 362, 824, 19, 63, 362, 824, 138, 241, 7, 102, 356, 43, 11, 96, 140, 47, 915, 7, 11, 80, 41, 16, 96, 140, 13]",0
"[51, 166, 18, 16, 89, 407, 9, 40, 1, 3, 34, 27, 39, 176, 57, 21, 19, 64, 176, 4, 322, 6, 10, 5, 2420, 68, 2421, 749, 12, 2422, 65, 24, 32, 916]",0
"[168, 286, 327, 11, 804, 141, 6, 31, 18, 88, 389, 12, 140, 37, 1, 3, 79, 183, 621, 42, 804, 377, 11, 226, 162, 88, 389, 6, 1, 56, 621, 42, 21]",0
"[33, 74, 6, 146, 11, 4, 75, 203, 163, 28, 121, 247, 30, 109, 14, 32, 5, 44, 62, 353, 153, 1, 163, 28, 19, 1, 38, 168, 121, 5, 318, 247]",0
"[22, 35, 57, 27, 1, 10, 12, 166, 10, 4, 425, 18, 252, 22, 29, 39, 273, 194, 4, 34, 252, 135, 134, 323, 2, 13, 23, 22, 77, 32, 15, 27, 84, 125, 22]",0
"[1, 101, 1473, 6, 257, 16, 37, 92, 5, 464, 138, 7, 6, 244, 17, 16, 5, 35, 60, 2, 8, 87, 70, 690, 169, 19, 45, 6, 216, 224, 241, 65, 341, 170, 5, 331, 19, 41, 24, 173, 7, 1, 334, 16, 157, 53, 21, 19, 170, 127, 236, 1, 5, 917, 5, 301, 21]",0
"[353, 11, 258, 225, 6, 393, 80, 7, 161, 16, 138, 6, 102, 9, 18, 1, 1031, 59, 267, 43, 7, 653, 91, 2, 13]",0
"[6, 11, 16, 205, 140, 23, 4, 2426, 1767, 654, 433, 146, 11, 21, 192, 17, 51, 39, 11, 12, 295, 205, 148, 43, 11, 25, 333, 183, 16, 2, 394, 71, 83, 19, 1, 141]",0
"[74, 48, 353, 11, 1, 10, 21, 305, 593, 669, 533, 39, 544, 71, 747, 65, 345, 200, 2427, 378, 691, 125, 2428, 323, 39, 2429, 523, 870, 670, 970]",0
"[2430, 378, 24, 7, 6, 374, 568, 265, 1186, 129, 9, 1, 10, 331, 7, 6, 199, 11, 5, 2, 138, 102, 704, 101, 321, 31, 9, 18, 1, 176]",0
"[220, 8, 52, 7, 205, 7, 23, 31, 18, 88, 12, 205, 104, 871, 38, 805, 205, 368, 92, 1, 3, 242, 7, 31, 21, 52, 805, 52, 7, 38, 205, 7, 161, 31, 21, 242, 8, 3, 9, 12, 38, 168, 18, 88, 6, 219, 31, 19, 52, 7, 6, 102, 296, 31, 219, 47, 6, 101, 9, 29, 5, 2, 35, 8, 7, 61, 16, 7, 33, 74]",0
"[106, 2, 9, 40, 93, 24, 1, 100, 12, 68, 47, 1, 186, 26, 5, 164, 416, 71, 100, 19, 71, 260, 21, 93, 6, 14, 9, 10, 507, 12, 365, 32, 44, 27]",0
"[365, 23, 36, 58, 142, 16, 140, 9, 142, 31, 18, 16, 508, 37, 1, 412, 59, 5, 2, 13, 33, 180, 19, 74]",0
"[51, 293, 74, 56, 2, 13, 60, 51, 317, 31, 16, 57, 9, 51, 34, 1, 3, 38, 27, 293, 1769, 20, 48, 227, 8, 27, 173, 86, 21, 1, 10, 358, 41, 1189, 378, 1032]",0
"[2, 141, 353, 16, 83, 18, 141, 317, 16, 621, 42, 223, 33, 230, 231, 534, 23, 5, 34, 41, 4, 5, 42, 2433, 185, 534, 142, 545, 66, 267, 324, 144, 7, 23, 64, 55, 1190, 827, 13, 2]",0
"[74, 91, 2, 13, 30, 1, 317, 59, 221, 18, 356, 9, 148, 7, 199, 251, 52, 119, 356, 52, 7, 464, 91, 169, 150, 150, 74]",0
"[11, 16, 18, 142, 199, 305, 418, 19, 138, 6, 102, 9, 375, 231, 5, 2, 49, 61, 288, 19, 1, 3, 337, 297, 65, 18, 12, 5, 176]",0
"[107, 23, 59, 18, 11, 45, 28, 19, 227, 7, 6, 65, 359, 9, 5, 351, 18, 162, 49, 1, 59, 26, 10, 58, 971, 7, 334, 204, 58]",0
"[7, 6, 251, 11, 151, 418, 41, 16, 96, 9, 307, 222, 6, 7, 101, 92, 345, 6, 373, 296, 65, 378, 24, 9, 92, 1, 10, 540, 71, 44, 197]",0
"[55, 55, 13, 2, 18, 192, 6, 7, 31, 12, 18, 4, 267, 12, 205, 19, 6, 5, 102, 52, 9, 18, 1, 59, 451, 23, 43, 374, 62, 151, 445, 129, 580, 74, 6, 183, 267, 92, 65, 621, 20, 2434, 5, 2, 177, 13]",0
"[7, 6, 59, 31, 222, 5, 671, 1770, 9, 5, 2, 24, 1, 800, 426, 19, 18, 7, 61, 234, 59, 29, 3, 148, 32, 72, 84, 110, 16, 74]",0
"[154, 7, 165, 16, 19, 52, 7, 134, 9, 276, 215, 186, 272, 11, 1, 219, 52, 281, 1, 134, 7, 23, 216, 372, 140, 12, 265, 1, 154]",0
"[29, 7, 1, 3, 4, 396, 75, 30, 49, 10, 18, 96, 61, 144, 245, 3, 4, 8, 13, 1, 3, 39, 31, 18, 12, 295, 205, 65, 446, 187]",0
"[6, 31, 18, 268, 267, 9, 1, 3, 4, 206, 8, 61, 59, 30, 52, 6, 102, 2, 1191]",0
"[294, 7, 48, 84, 125, 22, 1035, 27, 26, 49, 61, 16, 26, 23, 400, 211, 34, 35, 16, 26, 3, 16, 18, 88, 153, 93, 166, 73, 205, 158, 10, 12, 692, 368, 94, 534, 370, 23, 4, 5, 1036, 5, 1306, 5, 185, 3, 47, 534, 27, 178, 47, 48, 45, 259, 9, 27, 94, 390, 12, 100, 56, 12, 11]",1
"[6, 31, 88, 19, 11, 6, 102, 254, 9, 2, 35, 1, 3, 49, 176, 61, 88, 689]",0
"[7, 6, 199, 11, 91, 31, 18, 9, 1, 1031, 59, 30, 138, 402, 414, 6, 102, 7, 400, 74, 26, 10, 462, 5, 362, 12, 508, 7, 216, 5, 128, 462, 228, 5, 128, 31]",0
"[224, 227, 7, 6, 11, 31, 18, 9, 1, 3, 4, 16, 1, 176, 215, 1, 1031, 10, 1775, 32, 383, 2444, 19, 374, 2, 13]",0
"[2, 1, 559, 206, 54, 100, 37, 13, 39, 11, 18, 96, 125, 22, 15, 330, 221, 19, 112, 45, 47, 2, 125, 22, 1, 559, 183, 197, 19, 84, 34, 2, 13, 158, 219, 180, 19, 74, 47]",0
"[6, 11, 145, 1, 3, 4, 54, 75, 346, 405, 432, 5, 300, 7, 1, 10, 82, 403, 25, 68, 3, 181, 322, 75, 346, 45, 443, 16, 56, 24]",0
"[7, 77, 1777, 9, 121, 334, 4, 75, 203, 112, 1, 3, 405, 24, 30, 7, 6, 11, 41, 3, 4, 5, 93, 751]",0
"[7, 74, 6, 11, 18, 223, 321, 11, 9, 1, 10, 83, 5, 2, 24, 13, 28, 227, 7, 65, 139, 973, 33, 74, 7, 227, 205, 175, 443]",0
"[29, 27, 63, 26, 31, 18, 1, 3, 34, 52, 114, 17, 176, 30, 62, 3, 226, 226, 20, 33, 74]",0
"[7, 6, 31, 19, 59, 18, 96, 29, 49, 10, 351, 59, 18, 96, 351, 207, 11, 28, 30, 6, 7, 11]",0
"[39, 44, 60, 49, 10, 285, 8, 19, 29, 48, 10, 253, 50, 1, 3, 5, 4, 432, 345, 99, 30, 99, 14, 19, 1778, 160, 28, 18, 268, 49, 10, 32, 44]",0
"[802, 5, 136, 51, 165, 275, 26, 2, 13, 33, 14, 60, 752, 3, 4, 709, 64, 974, 1779, 1039, 19, 2, 68, 27, 19, 94, 14, 19, 12, 308, 524, 752, 100, 7, 64, 5, 428, 428, 12, 68, 22, 12, 275, 39, 31, 98, 19, 453, 694, 9, 2445, 1, 752, 100, 771, 62, 428, 7, 802, 2446, 2447]",1
"[7, 6, 31, 18, 57, 140, 9, 40, 1, 3, 4, 27, 30, 6, 11, 19, 99, 7, 47, 1, 10, 111, 116, 129]",0
"[7, 6, 31, 18, 96, 9, 1, 59, 56, 86, 19, 52, 7, 6, 78, 39, 135, 119, 59, 29, 39, 207, 19, 1, 10, 83]",0
"[172, 17, 467, 302, 10, 88, 8, 9, 95, 1308, 295, 101, 377, 19, 95, 1040, 56, 147, 1196, 673, 242, 673, 242, 12, 56, 24, 36, 100, 874, 98, 95, 58]",1
"[118, 17, 4, 2, 79, 12, 68, 97, 17, 126, 154, 187, 17, 6, 11, 16, 37, 196, 109]",0
"[2, 174, 221, 145, 18, 49, 2454, 191, 10, 9, 1, 3, 354, 1, 3, 337, 18, 12, 6, 10, 31, 74]",0
"[150, 13, 2, 14, 17, 41, 4, 25, 19, 147, 12, 193, 93, 123, 148, 9, 107, 4, 35, 157, 25, 112, 20, 45, 280, 15, 6, 148, 22, 339, 16, 57, 47, 1, 198, 145, 12, 4, 189, 474, 217, 1, 10, 271, 7, 416, 91, 10, 2, 13, 3, 226, 4, 234, 37, 104, 273, 74, 427, 76, 7]",0
"[124, 150, 24, 138, 6, 102, 9, 18, 16, 8, 61, 3, 5, 4, 32, 129, 72, 328, 7, 23, 4, 50, 269]",0
"[6, 11, 41, 200, 140, 69, 391, 6, 1, 3, 4, 267, 19, 216, 41, 11, 21, 525, 196, 210, 16, 8, 81, 36, 93, 503, 142, 1479, 374, 568, 750]",0
"[29, 7, 1, 3, 263, 16, 88, 26, 2460, 10, 83, 23, 7, 197, 2, 8, 145, 411, 39, 4, 15, 28]",0
"[31, 18, 57, 351, 8, 360, 235, 52, 1, 134, 9, 138, 52, 71, 295, 57, 2, 1, 640]",0
"[6, 31, 18, 88, 389, 9, 49, 1, 3, 4, 429, 2, 73, 23, 392, 1787, 296, 188, 1, 10, 331]",0
"[2, 560, 7, 6, 11, 41, 43, 18, 347, 3, 4, 120, 447, 37, 1, 3, 595, 138, 7, 112, 464]",0
"[7, 16, 362, 824, 41, 140, 362, 824, 138, 1042, 414, 7, 102, 21, 128, 13, 362, 824, 138, 7, 102, 21, 116, 129, 347, 138, 7, 224]",0
"[13, 14, 9, 153, 71, 14, 21, 24, 8, 1, 10, 12, 11, 38, 3, 1481, 64, 8, 26, 63, 13, 1, 3, 1481, 64, 35, 60, 10, 12, 11, 23, 64, 292, 820, 831, 9, 11, 150, 8, 48, 10, 12, 435, 425, 11, 9, 229, 279, 147, 170, 20, 5, 115, 1, 11, 21, 153, 12, 53, 71, 22, 21, 19, 122, 5, 1788, 22, 194, 51, 48, 229, 216, 773, 170, 5, 115, 1, 11, 32, 5, 115, 1, 11, 27, 60, 51, 165, 64, 697, 831]",0
"[11, 96, 6, 102, 9, 1, 3, 4, 57, 876, 47, 1, 10, 360, 877, 1043, 174]",0
"[328, 7, 6, 31, 18, 248, 407, 435, 79, 5, 24, 67, 140, 9, 29, 5, 121, 7, 23, 4, 88, 389, 37, 7, 39, 31, 18, 16, 21, 5, 2, 24, 8]",0
"[7, 165, 16, 57, 9, 7, 10, 5, 977, 19, 1, 10, 184, 11, 12, 3, 7, 77, 5, 136, 60, 7, 1, 278, 526, 670, 870, 116, 129, 19, 596, 81, 36]",0
"[95, 6, 31, 18, 268, 9, 29, 37, 1, 3, 64, 127, 304, 13, 485, 85, 48, 1, 83, 23, 55, 161, 110, 74, 20, 243, 148, 1, 255, 31, 443, 95, 31, 18, 268, 2, 13, 56, 20, 1106, 262, 194]",0
"[172, 17, 3, 4, 155, 73, 41, 247, 50, 283, 494, 39, 11, 103, 38, 1, 3, 297]",0
"[26, 23, 221, 29, 114, 48, 30, 52, 10, 19, 29, 41, 11, 5, 657, 1789, 1, 298, 73, 774, 20, 32, 5, 10, 13, 43, 11, 5, 657, 1789]",0
"[11, 6, 342, 138, 102, 9, 82, 23, 4, 1, 3, 297, 12, 88, 215, 304]",0
"[124, 13, 6, 1790, 222, 113, 462, 59, 181, 105, 609, 3, 1, 59, 21, 162, 38, 196, 6, 71, 89, 80, 6, 547, 641, 1, 10, 331, 122, 225]",0
"[7, 727, 16, 18, 268, 9, 1, 3, 34, 52, 6, 78, 19, 704, 725, 360, 219, 6, 7, 81, 116, 129, 383, 60, 334, 7, 34, 41, 4, 253, 50, 81, 36]",0
"[2, 85, 48, 6, 176, 18, 19, 6, 166, 704, 321, 47, 49, 61, 16, 375, 2467, 1, 59]",0
"[55, 48, 13, 6, 31, 18, 96, 23, 4, 50, 37, 1, 59, 547, 865, 37, 146, 1793, 296, 27, 597, 979]",0
"[29, 107, 80, 7, 23, 31, 57, 138, 112, 78, 169, 7, 74, 180, 32, 5, 44]",0
"[32, 13, 85, 138, 6, 102, 9, 1, 3, 297, 37, 5, 1484, 61, 16, 9, 161, 4, 5, 108, 275, 6, 16, 13, 85]",0
"[1794, 76, 6, 11, 9, 1485, 69, 393, 282, 833, 27, 247, 50, 6, 144, 72, 2471, 277, 13]",0
"[146, 31, 18, 96, 62, 69, 254, 399, 30, 1486, 2, 13, 64, 15, 5, 314, 35, 2, 13, 6, 166, 2472, 9, 49, 20, 164, 392, 352, 412, 2473, 76, 2, 1, 129, 17]",0
"[53, 119, 90, 25, 1196, 147, 181, 37, 1, 90, 412, 197, 30, 6, 34, 252, 9, 49, 146, 31, 141]",0
"[14, 17, 405, 1109, 869, 2478, 266, 1795, 642, 924, 89, 2, 73, 162, 29, 26, 23, 4, 292, 94, 39, 11, 26, 3, 34, 15, 20, 379, 71, 6, 14, 581]",0
"[13, 29, 27, 40, 353, 11, 102, 52, 24, 1, 10, 21, 30, 7, 71, 46, 91, 353, 102, 52, 1109, 1, 141, 43, 4, 88, 643, 7, 74, 30, 7, 16, 1313, 24, 26, 353, 102, 52, 1, 224, 21, 3, 7, 981, 13, 2, 124]",0
"[423, 487, 453, 1489, 108, 10, 42, 421, 520, 333, 401, 381, 1797, 19, 12, 308, 524, 25, 357, 1110, 415, 8, 115, 280, 1201, 91, 18, 89, 361, 400, 1, 543, 21, 2, 108, 68, 76, 81, 36, 24, 12, 112, 115, 287, 8]",1
"[2, 1, 77, 233, 16, 96, 49, 10, 20, 15, 43, 55, 161, 16, 2, 233, 177, 13]",0
"[11, 16, 65, 440, 80, 92, 101, 11, 93, 9, 199, 86, 20, 140, 39, 221, 21, 40, 3, 103, 148, 27]",0
"[78, 1204, 6, 11, 16, 9, 1319, 67, 880, 134, 74, 322, 16]",0
"[7, 6, 16, 75, 203, 11, 91, 402, 414, 138, 6, 102, 29, 61, 3, 4, 75, 203]",0
"[7, 31, 12, 18, 268, 437, 234, 18, 1, 3, 77, 38, 180, 159, 199, 360, 9, 1, 166, 545]",0
"[7, 31, 117, 2487, 205, 19, 101, 297, 65, 2, 24, 9, 40, 1, 3, 4, 55, 55, 777, 525, 10, 12, 1, 7, 668]",0
"[1493, 168, 222, 610, 407, 362, 778, 504, 328, 778, 216, 373, 1798, 119, 7, 504, 19, 373, 1798, 128, 94, 47, 778, 2488, 525, 6, 342, 168, 7, 275, 61, 7, 373, 1103, 1321, 12, 216, 362, 778, 557, 265, 362, 1048, 504, 21, 699, 307, 222, 3, 2489, 21, 142, 282, 1799, 7, 240, 1478, 222, 96]",1
"[656, 239, 11, 6, 83, 296, 426, 9, 239, 23, 11, 335, 9, 37, 65, 231, 68, 12, 515, 1, 317, 34, 65, 24]",0
"[13, 2, 178, 14, 178, 87, 7, 16, 883, 1048, 2492, 31, 18, 140, 43, 4, 50, 317, 80, 208, 19, 45, 82, 4, 509, 517, 5, 807, 421, 2493, 185, 7, 45, 1049, 169, 7, 47, 317, 31, 18, 140, 9, 1, 1111, 30, 138, 6, 102, 19, 7, 31, 21, 9, 210, 753, 14, 97, 121, 4, 509, 517, 5, 807, 421]",0
"[184, 11, 39, 1, 343, 288, 132, 60, 279, 194, 10, 12, 71, 226, 70, 265, 593, 669, 7, 12, 23, 221, 16, 38, 273, 60, 151, 1206, 188, 163, 110, 170, 288, 177, 62]",0
"[220, 4, 97, 181, 65, 136, 22, 15, 37, 884, 146, 31, 26, 1, 31, 1, 3, 4, 2494, 197]",0
"[173, 60, 1, 103, 62, 3, 53, 313, 39, 16, 62, 15, 80, 1318, 19, 1, 3, 5, 270, 125, 70, 15, 229, 3, 5, 4, 35, 20, 71, 39, 59, 57, 62, 26, 23, 53, 38, 78, 230]",0
"[73, 78, 295, 72, 24, 43, 16, 8, 41, 18, 423, 81, 36, 479, 172, 43, 66, 8, 253, 50]",0
"[2, 190, 7, 6, 16, 487, 154, 213, 9, 1, 3, 4, 75, 203, 32, 331, 8]",0
"[7, 36, 58, 76, 2, 8, 1052, 14, 25, 8, 47, 14, 9, 18, 8, 12, 114, 272, 8, 45, 28, 30, 109, 160, 20]",0
"[7, 36, 200, 62, 60, 39, 31, 18, 39, 100, 153, 246, 137, 4, 56, 46, 208, 208, 109, 14, 191, 14]",0
"[365, 211, 3, 11, 5, 1804, 157, 151, 52, 63, 11, 151, 1804, 1, 10, 52, 1, 10, 1, 93, 194, 34, 2, 1054, 241, 157, 12, 68, 26, 3, 11, 71, 226, 29, 39, 5, 141]",0
"[291, 161, 16, 9, 1, 3, 138, 402, 414, 1199, 9, 1, 3, 4, 32, 72, 44, 353, 8]",0
"[6, 31, 18, 12, 43, 4, 396, 75, 9, 63, 37, 146, 31, 18, 88, 21, 30, 61, 1, 148]",0
"[133, 10, 204, 4, 435, 425, 10, 15, 1, 55, 55, 26, 1, 23, 10, 15, 193, 11, 16]",1
"[70, 17, 10, 111, 6, 11, 9, 18, 1, 59, 597, 247, 8, 342]",0
"[18, 75, 88, 203, 5, 31, 305, 335, 138, 335, 102, 9, 18, 61, 3, 5, 297, 32, 44, 5, 375, 730, 557, 61, 11, 207, 11, 33, 74, 207, 33, 67, 61, 47, 59, 18]",0
"[89, 220, 36, 204, 43, 221, 356, 1, 221, 356, 72, 7, 69, 286, 327, 335, 131, 102, 313, 725, 28, 131, 24, 8, 221, 1, 1808, 17, 48, 449, 7, 26, 627, 335, 8, 41, 343, 23, 731, 460]",0
"[286, 327, 151, 241, 1, 3, 186, 1793, 138, 1, 134, 30, 138, 5, 231, 241, 134, 11, 151, 2, 241, 138, 6, 102, 9, 18, 57, 1, 59, 317, 47, 526, 670, 7, 800, 870, 119, 67, 279, 140, 30, 7, 1, 317, 176, 16, 18, 57, 91, 526, 670, 7, 32, 710, 2, 13, 1811]",0
"[304, 95, 6, 286, 327, 96, 40, 61, 59, 18, 88, 52, 6, 5, 371, 28, 1, 59, 18, 190]",0
"[6, 31, 18, 234, 18, 1, 101, 65, 231, 1115, 76, 227, 2, 1, 83, 1106]",0
"[184, 11, 8, 288, 1, 230, 17, 6, 11, 37, 1, 3, 7, 6, 11, 18, 12, 391, 151, 241, 4, 310, 37, 1, 3, 146, 11, 21, 7, 400, 180, 91, 210, 177, 13, 6, 11, 9, 1, 3, 4, 32, 224, 227, 7, 19, 184, 11, 8, 47, 32, 5, 34, 593, 231, 20, 74]",0
"[768, 4, 54, 50, 308, 1, 246, 411, 5, 136, 1, 83, 17, 71, 70, 45, 19, 558, 169, 1501, 514, 30, 11, 18, 16, 43, 12, 69, 23, 31, 18, 16, 41, 4, 44, 164, 2, 68, 20, 12, 71, 240, 768, 4, 246, 19, 1327, 94, 91, 227, 12, 11]",0
"[2, 1, 1056, 732, 112, 5, 483, 146, 16, 30, 5, 386, 226, 4, 253, 50, 5, 202, 226, 26, 5, 2, 35, 13, 23, 64, 232, 253, 50, 20, 11, 264, 5, 300, 840, 148, 226, 64, 253, 50, 151, 2]",0
"[2, 33, 174, 284, 6, 251, 19, 16, 6, 11, 9, 1, 3, 24, 19, 641, 8, 1, 331, 33, 174]",0
"[7, 6, 11, 18, 267, 9, 1, 3, 41, 382, 392, 73, 371, 12, 140]",0
"[1210, 331, 178, 514, 178, 47, 82, 395, 16, 1, 119, 30, 6, 11, 466, 182, 69]",0
"[11, 305, 52, 114, 17, 30, 52, 6, 5, 251, 9, 49, 5, 582, 16]",0
"[174, 86, 7, 16, 441, 57, 140, 508, 391, 265, 265, 138, 402, 313, 7, 1202, 7, 1, 440, 157, 298, 314, 688, 221, 356, 116, 224, 138, 12, 142, 281, 102]",0
"[13, 2, 776, 1, 48, 31, 16, 107, 342, 15, 70, 208, 167, 20, 28, 198, 149, 90, 107, 90, 10, 15, 19, 37, 1, 5, 39, 1814, 21, 239, 12, 365, 15, 21, 80, 178, 5, 1331, 13, 37, 163, 20, 142, 15, 608, 21, 4, 15, 113, 5, 318, 37, 167, 21, 1, 342, 342, 110, 225, 48, 30, 6, 1498, 13, 262, 31, 12, 223, 9, 60, 36, 87, 95, 38, 1116, 88, 128]",0
"[1, 3, 4, 108, 149, 254, 553, 810, 19, 654, 517, 390, 91, 621, 12, 298, 108, 149, 254, 553, 31, 18, 192, 339]",0
"[2, 125, 141, 31, 18, 1, 10, 351, 1095, 8, 32, 43, 2, 12, 711, 72]",0
"[2, 110, 225, 259, 257, 1, 83, 274, 1, 311, 28, 30, 90, 12, 68, 160, 20, 187, 30, 6, 16, 47, 9, 49, 427, 97, 536, 733, 2, 11, 40, 49, 126, 196, 74, 26, 1, 60, 50, 1, 23, 16, 299, 16, 92, 20, 1, 97, 274, 58, 200, 60, 148]",0
"[171, 17, 6, 11, 57, 9, 1, 3, 64, 35, 163, 28, 32, 72, 44, 21]",0
"[7, 6, 11, 18, 16, 9, 18, 1, 166, 77, 186, 410, 26, 7, 61, 780, 18]",0
"[145, 23, 31, 18, 12, 268, 141, 17, 1, 3, 30, 52, 22, 122, 87, 13, 2, 36, 58, 62]",0
"[13, 2, 12, 141, 157, 156, 12, 9, 62, 156, 1, 10, 168, 97, 97, 20, 63, 184, 11, 12, 1, 456, 516, 516, 61, 12, 63, 71, 141, 62, 31, 18, 204, 184, 11, 23, 305, 55, 63, 293, 110, 114]",0
"[215, 142, 11, 67, 86, 597, 108, 342, 74, 183, 621]",0
"[2, 174, 295, 16, 75, 203, 192, 9, 126, 1, 311]",0
"[7, 74, 91, 2, 24, 7, 6, 31, 18, 16, 96, 9, 18, 8, 1, 101, 65, 231, 7, 32, 383, 5, 44]",0
"[33, 74, 296, 568, 441, 393, 119, 841, 9, 296, 691, 142, 373, 1103, 503, 11, 16, 19, 503, 61, 59, 18, 12, 31, 1, 10, 331, 21, 334, 7, 288, 58, 121, 6, 3, 59, 18]",0
"[187, 125, 1819, 6, 842, 11, 12, 140, 73, 43, 4, 1098, 493, 37, 1, 3, 26, 23, 4, 39, 31, 18, 268, 12, 368]",0
"[171, 16, 24, 126, 78, 14, 49, 70, 213, 131, 121, 4]",0
"[7, 6, 11, 16, 296, 101, 219, 9, 5, 90, 43, 4, 1, 3]",0
"[13, 85, 48, 6, 31, 268, 265, 241, 930, 3, 4, 75, 203, 9, 219, 8, 56, 20, 1, 3, 13, 85, 540, 19, 331, 8]",0
"[101, 523, 185, 272, 6, 426, 9, 92, 1, 575, 26, 1, 3, 16, 183, 1, 255, 43, 57]",0
"[6, 31, 18, 9, 61, 59, 113, 63, 30, 11, 6, 462]",0
"[176, 16, 43, 4, 310, 324, 680, 282, 6, 11, 321, 9, 234, 215, 462, 16, 67, 69, 797, 797, 462, 26, 16, 19, 69, 3, 34, 976, 128, 71, 27, 38, 1, 77, 176, 16, 194, 310, 8, 6, 151, 32, 44, 145, 462, 11, 20, 343, 239, 67, 2, 68, 148, 342, 11, 119, 462, 19, 3, 289]",0
"[14, 48, 14, 9, 29, 161, 39, 31, 18, 57, 61, 4, 54, 253, 50, 30, 62, 1]",0
"[2, 106, 13, 3, 4, 25, 130, 100, 95, 477, 130, 1824, 5, 1335]",1
"[2, 1, 83, 176, 88, 6, 65, 102, 5, 2, 241, 37, 1, 3, 5, 337]",0
