review_token,Content
"[14, 405, 14, 103, 541, 522, 83, 1472, 226, 668, 9, 1, 570, 306, 26, 53, 1, 125, 825, 803, 22, 162, 1, 3, 5, 1103]",1
"[2, 1, 83, 70, 2424, 22, 15, 583, 117, 26, 2425, 198, 149, 89, 220, 28, 180, 17, 969]",0
"[7, 463, 750, 12, 112, 16, 24, 395, 74, 60, 15, 6, 101, 65, 314, 2, 30, 366, 16, 11, 228, 100, 12, 128, 128, 8, 77, 4, 24, 5, 42, 107, 23, 4, 1464, 50, 112, 15, 6, 56, 20, 56, 2, 100, 26, 23, 164, 571, 84, 111, 230, 750, 32, 5, 540, 19, 1104, 323, 1, 7, 294, 65, 77, 68, 41, 826, 16, 19, 821, 58, 87, 5, 1302, 506]",0
"[22, 35, 57, 27, 1, 10, 12, 166, 10, 4, 425, 18, 252, 22, 29, 39, 273, 194, 4, 34, 252, 135, 134, 323, 2, 13, 23, 22, 77, 32, 15, 27, 84, 125, 22]",0
"[2, 667, 107, 23, 10, 15, 198, 119, 45, 651, 1, 3, 263, 152, 35, 157, 82, 5, 15, 8, 1, 3, 5, 270, 594, 73, 163, 163, 217, 30, 109, 14]",0
"[22, 86, 15, 63, 107, 101, 23, 4, 39, 151, 15, 62, 269, 6, 4, 49, 10, 21, 15, 101, 87, 63, 2, 13]",0
"[81, 36, 6, 298, 35, 12, 172, 170, 108, 465, 12, 69, 2431, 28, 27, 19, 116, 173, 99, 43, 191, 8, 1768, 21, 153, 1, 163, 28, 9, 2, 24, 13, 14, 86, 172]",1
"[106, 2, 9, 40, 93, 24, 1, 100, 12, 68, 47, 1, 186, 26, 5, 164, 416, 71, 100, 19, 71, 260, 21, 93, 6, 14, 9, 10, 507, 12, 365, 32, 44, 27]",0
"[41, 25, 333, 706, 6, 266, 98, 9, 200, 132, 12, 78, 410, 41, 292, 333, 12, 137, 508, 166, 410, 115, 147, 69, 8]",0
"[7, 36, 62, 60, 21, 306, 64, 25, 40, 163, 30, 191, 8, 1, 45, 178, 144, 163, 15, 32, 27, 26, 240, 15, 84, 119, 22, 26, 21, 4, 178, 357, 638, 474]",0
"[15, 32, 872, 6, 16, 9, 49, 10, 15, 1, 3, 270, 19, 330, 221]",0
"[106, 17, 48, 1105, 309, 2435, 2436, 34, 431, 211, 17, 22, 25, 130, 292, 19, 68, 68, 19, 1771, 47, 44, 17, 48, 170, 65, 348, 25, 828, 19, 130, 3, 22, 21, 106]",1
"[58, 334, 254, 918, 15, 8, 655, 145, 4, 25, 2437, 113, 2438, 15, 6, 80, 250, 250, 78, 98, 15, 15, 441, 217, 86, 84, 82, 10, 318, 21, 4, 110, 225, 15]",0
"[41, 379, 5, 116, 41, 864, 1772, 1305, 707, 333, 84, 318, 318, 1772, 49, 215, 707, 116, 5, 36, 351, 91, 83, 81, 36]",0
"[463, 77, 69, 111, 17, 91, 15, 2439, 635, 55, 188, 37, 33, 2440, 358, 41, 16, 57]",0
"[22, 15, 73, 270, 20, 119, 213, 15, 280, 441, 10, 15, 1, 3, 5, 270, 32, 44]",0
"[2, 13, 873, 137, 70, 4, 15, 228, 25, 12, 5, 4, 9, 15, 8, 22, 86, 1034]",0
"[32, 72, 84, 1475, 608, 15, 28, 34, 191, 99, 118, 34, 252, 188, 47, 56, 178, 97, 178, 1, 97, 51, 36, 58, 62, 26, 76, 160, 19, 6, 230, 382, 51, 36, 58, 26, 196, 196, 28, 51, 1192, 65, 1193, 751, 153, 68, 243, 2, 13, 87, 17]",0
"[2, 70, 277, 770, 107, 108, 253, 50, 127, 3, 5, 4, 5, 2, 35, 9, 234, 1, 10, 66, 54, 253, 50, 127, 112, 5, 1037]",0
"[41, 292, 32, 1774, 5, 104, 177, 1038, 19, 68, 68, 434, 323, 509, 292, 5, 22, 869, 122, 22, 60, 71, 226, 4, 292, 703, 39, 65, 1188, 5, 341, 12, 22, 15]",0
"[2, 1, 559, 206, 54, 100, 37, 13, 39, 11, 18, 96, 125, 22, 15, 330, 221, 19, 112, 45, 47, 2, 125, 22, 1, 559, 183, 197, 19, 84, 34, 2, 13, 158, 219, 180, 19, 74, 47]",0
"[36, 62, 40, 122, 128, 122, 22, 15, 8, 206, 8, 80, 1776, 1, 10, 15, 9, 40, 13, 22, 693, 15, 8, 256, 20, 31, 18, 57, 26, 196]",0
"[6, 11, 145, 1, 3, 4, 54, 75, 346, 405, 432, 5, 300, 7, 1, 10, 82, 403, 25, 68, 3, 181, 322, 75, 346, 45, 443, 16, 56, 24]",0
"[7, 36, 58, 62, 195, 126, 14, 9, 178, 21, 211, 4, 10, 326, 45, 19, 15, 125, 22, 170, 65, 348, 122]",0
"[29, 63, 5, 35, 10, 15, 135, 11, 26, 202, 1, 57, 10, 15, 27, 2449, 20, 13, 35, 11, 10, 15, 476, 1, 48]",0
"[2, 8, 6, 14, 19, 129, 17, 9, 78, 8, 1, 3, 4, 25, 12, 254, 399, 116, 5, 115, 21, 27, 585, 379]",0
"[32, 98, 15, 103, 202, 72, 302, 315, 9, 3, 5, 270, 13, 15, 726, 1, 3, 5, 270, 21, 144, 239, 182, 4, 15]",0
"[32, 76, 15, 8, 22, 7, 178, 4, 38, 46, 225, 169, 60, 15, 112, 186, 28, 178, 21, 1309, 12, 133, 131, 15, 7, 1, 1310, 17, 26, 4, 15, 112, 10, 5, 107, 1781, 35, 32, 15, 5, 78, 27, 1782, 16, 1, 93, 194, 278, 227, 41, 16, 23, 875, 377, 55, 188, 38, 32, 26, 41, 15, 183, 1, 255, 77, 16, 157, 11, 94, 294, 7, 323, 10, 345, 206, 116, 173]",0
"[150, 13, 2, 14, 17, 41, 4, 25, 19, 147, 12, 193, 93, 123, 148, 9, 107, 4, 35, 157, 25, 112, 20, 45, 280, 15, 6, 148, 22, 339, 16, 57, 47, 1, 198, 145, 12, 4, 189, 474, 217, 1, 10, 271, 7, 416, 91, 10, 2, 13, 3, 226, 4, 234, 37, 104, 273, 74, 427, 76, 7]",0
"[23, 4, 91, 514, 19, 1197, 313, 18, 57, 9, 15, 1783, 1783, 330, 315, 313, 3, 5, 270, 94, 656, 86, 82, 15, 441, 3, 5, 270, 181, 1, 243, 15, 21, 315, 313, 920, 270, 11, 15, 198, 388, 17, 60, 107, 4, 279, 182, 198, 119, 15, 24, 21, 228, 15, 120, 42]",0
"[975, 1198, 198, 23, 100, 313, 16, 323, 20, 2, 13, 1, 10, 15, 198, 334, 33, 77, 19, 198, 38, 2, 308, 558, 139, 15, 22, 80, 1, 3, 5, 270, 19, 80, 12, 3, 5, 270, 30, 314, 66, 401, 6, 10, 15, 139, 15, 19, 35, 61, 21, 82, 306, 4, 131, 131, 10, 15, 12, 1, 3, 5, 270, 639, 2455, 2456, 183, 34, 42, 1784, 1311, 474, 638, 2457, 1476, 89, 1477, 2458]",0
"[78, 86, 41, 79, 91, 109, 12, 56, 5, 2, 79, 68, 97, 20, 121, 15, 70, 919, 149, 89, 220, 21, 1471, 49, 78, 230, 23, 16, 38, 448, 21]",0
"[29, 2, 24, 63, 103, 196, 108, 149, 22, 12, 5, 102, 19, 22, 25, 12, 1, 3, 5, 152, 60, 168, 545, 1041, 32, 5, 44, 72]",0
"[6, 31, 18, 268, 223, 49, 10, 15, 66, 384, 384, 1, 10, 44, 1, 10, 1478, 55, 55, 43, 16]",0
"[467, 15, 200, 15, 200, 182, 330, 1, 3, 5, 270, 21, 19, 22, 17, 15, 1785, 17, 1, 2459, 230, 77, 4]",0
"[2, 12, 1786, 14, 9, 32, 41, 10, 44, 107, 78, 177, 15, 12, 70, 186, 94, 1786, 111, 77]",0
"[33, 155, 91, 24, 166, 337, 753, 247, 2463, 203, 19, 385, 486, 104, 232, 68, 106]",1
"[1, 559, 86, 56, 152, 12, 235, 28, 28, 1, 93, 24, 39, 31, 12, 100, 26, 152, 160, 92, 98, 160, 23, 16, 47, 1, 878, 1044, 1312, 27, 84, 390, 84, 15, 28, 12, 5, 2465]",0
"[49, 70, 634, 54, 79, 30, 99, 191, 21, 527, 32, 383, 44]",0
"[14, 17, 41, 35, 35, 280, 12, 532, 65, 57, 78, 73, 60, 1, 125, 123, 20]",0
"[2468, 268, 59, 9, 287, 70, 1, 3, 152, 19, 178, 186, 15, 58, 62, 269, 26, 76, 1791, 69, 58]",0
"[7, 416, 24, 240, 522, 637, 203, 60, 12, 7, 1792, 229, 522, 637, 130, 19, 47, 5, 104, 66, 143, 380]",0
"[265, 2, 24, 137, 3, 4, 247, 447, 54, 19, 3, 4, 25, 201, 93, 123, 76]",1
"[5, 484, 65, 42, 22, 15, 12, 1, 83, 71, 89, 202, 27, 1, 3, 5, 2470, 21, 15, 8, 124]",0
"[233, 1, 10, 115, 25, 399, 12, 2474, 5, 136, 7, 229, 397, 2475, 12, 14, 834, 2476, 8, 1, 10, 30, 6, 31, 5, 327, 72, 25, 94, 20, 2477, 20]",0
"[308, 46, 4, 5, 24, 294, 20, 980, 12, 14, 22, 72, 153, 122, 1313, 56, 24, 1487, 122, 172, 321]",1
"[15, 110, 549, 1, 316, 15, 26, 3, 15, 89, 1045, 153, 4, 15, 47, 1, 549]",0
"[150, 14, 48, 60, 123, 137, 47, 3, 4, 149, 25, 179, 12, 151, 9, 162, 86, 105, 8, 33, 67, 19, 46, 257, 709, 163, 164, 99, 30, 99, 550, 44, 20, 104, 21, 15]",0
"[22, 17, 285, 76, 729, 981, 80, 80, 579, 6, 82, 6, 106, 181, 234, 49, 56, 20, 22, 17, 35, 35, 67, 12, 1, 10, 224, 20, 93, 65, 202, 21, 1314, 252, 22, 17, 835, 411, 107, 922, 198, 10, 15, 28, 1, 243, 29, 271, 178, 82, 34, 2479, 103, 12, 1, 1315, 148, 1488, 3, 514, 21, 26, 608, 62, 28, 101, 21, 23, 113, 420, 148, 28, 1046, 44, 27]",0
"[2480, 1, 1047, 21, 193, 147, 982, 253, 50, 19, 68, 68, 2481, 105, 1316, 8, 67, 1, 311, 434, 60, 287, 12, 925, 427, 177, 25, 179, 19, 68, 68, 9, 39, 3, 260, 21, 60, 10, 867, 1489, 12, 278, 105, 1316, 212, 9, 210, 753, 155, 570, 675, 2482, 2483, 9, 39, 260, 21]",1
"[41, 204, 78, 14, 22, 25, 19, 179, 401, 19, 5, 42, 78, 83, 82, 204, 94, 73, 1317, 259, 1, 148, 64, 12, 204, 19, 1, 3, 698, 801, 147, 119, 37, 1491, 35, 198, 836, 2484, 62, 1, 2485, 38]",0
"[423, 487, 453, 1489, 108, 10, 42, 421, 520, 333, 401, 381, 1797, 19, 12, 308, 524, 25, 357, 1110, 415, 8, 115, 280, 1201, 91, 18, 89, 361, 400, 1, 543, 21, 2, 108, 68, 76, 81, 36, 24, 12, 112, 115, 287, 8]",1
"[2, 1, 77, 233, 16, 96, 49, 10, 20, 15, 43, 55, 161, 16, 2, 233, 177, 13]",0
"[32, 72, 26, 23, 240, 15, 320, 145, 15, 1318, 91, 330, 315, 498, 15, 137, 1202, 137, 1, 16, 12, 57, 73, 15, 872, 47, 139, 70, 45, 121, 152, 35, 157, 54, 79, 39, 91, 22, 12, 542, 796, 38, 1203, 710, 19, 1104, 26, 2, 13, 1, 14]",0
"[173, 73, 3, 36, 58, 201, 13, 2, 70, 17, 45, 395, 89, 1492, 41, 340, 881, 12, 46, 634, 157, 515, 1, 10, 38, 135, 1, 3, 668, 35, 12, 46, 257, 131, 302, 1, 644, 19, 41, 284, 1, 11, 125, 22, 15, 7, 416, 302, 284, 1, 11, 15, 166, 872, 84, 125, 22, 60, 302, 77, 329, 1, 11, 34, 776, 166, 230]",0
"[53, 13, 60, 451, 48, 201, 526, 7, 240, 117, 100, 24, 9, 251, 22, 233, 1782, 10, 12, 14, 27, 198, 57, 139, 15, 22, 17, 21, 15, 1, 3, 5, 270, 28, 330, 15, 221, 969, 47, 1205, 8, 212, 17]",0
"[13, 48, 76, 14, 9, 29, 178, 23, 4, 42, 572, 37, 65, 652, 42, 68, 135, 38, 293, 1320, 56, 178, 30, 5, 42, 10, 431, 181, 37, 5, 24, 1, 10, 32, 17, 154, 150]",0
"[87, 2, 7, 46, 9, 12, 7, 1, 46, 15, 32, 98, 84, 107, 7, 165, 212, 330, 15, 7, 38, 436, 32, 17, 13, 468, 7, 4, 15, 228, 43, 4, 24, 7, 243, 15, 11, 9, 320, 320, 72, 230, 4, 39, 71, 376, 94, 20, 81, 36]",0
"[106, 158, 25, 837, 983, 586, 32, 41, 12, 115, 69, 68, 160, 93, 1050, 92, 1800]",0
"[2, 124, 150, 259, 15, 4, 6, 15, 28, 623, 15, 8, 726, 107, 15, 1, 3, 5, 270, 339, 196, 17, 2, 202, 20, 1, 124, 13, 259, 15, 124]",0
"[220, 4, 97, 181, 65, 136, 22, 15, 37, 884, 146, 31, 26, 1, 31, 1, 3, 4, 2494, 197]",0
"[173, 60, 1, 103, 62, 3, 53, 313, 39, 16, 62, 15, 80, 1318, 19, 1, 3, 5, 270, 125, 70, 15, 229, 3, 5, 4, 35, 20, 71, 39, 59, 57, 62, 26, 23, 53, 38, 78, 230]",0
"[73, 78, 295, 72, 24, 43, 16, 8, 41, 18, 423, 81, 36, 479, 172, 43, 66, 8, 253, 50]",1
"[32, 15, 8, 5, 78, 72, 84, 125, 70, 186, 82, 677, 35, 111, 17]",0
"[5, 2, 13, 26, 201, 35, 1494, 48, 73, 156, 216, 32, 5, 44, 20, 1, 22, 12, 441, 15, 5, 2496, 259, 26, 3, 1, 255, 10, 15, 12, 393, 1, 255, 548, 566, 18, 252, 963, 13, 156, 4, 69, 35, 6, 728, 5, 566, 18, 252, 963, 8, 156, 116, 44]",0
"[7, 36, 58, 76, 2, 8, 1052, 14, 25, 8, 47, 14, 9, 18, 8, 12, 114, 272, 8, 45, 28, 30, 109, 160, 20]",1
"[30, 109, 7, 14, 29, 40, 82, 7, 64, 35, 38, 45, 144, 94, 1, 3, 263, 56, 22, 15]",0
"[2, 12, 14, 19, 33, 129, 170, 65, 348, 8, 3, 71, 423, 41, 120, 54, 8]",1
"[5, 139, 188, 382, 10, 20, 367, 12, 45, 167, 208, 1, 83, 150, 6, 624, 61, 48, 408, 24, 30, 10, 9, 107, 316, 147, 12, 154, 779, 357, 20, 37, 1053, 10, 779, 17, 43, 1036, 87, 274, 505, 20, 131, 208, 7, 678, 40, 93, 543, 15, 9, 26, 6, 336, 15, 27, 6, 84, 239, 10, 10, 15, 21, 111, 32, 10, 532, 986, 260, 28, 2, 6, 22, 568, 89, 611, 77]",0
"[15, 8, 22, 17, 7, 243, 15, 94, 524, 9, 32, 84, 22, 1803, 1, 230, 82, 64, 24, 32, 1495]",0
"[43, 2, 8, 48, 14, 62, 51, 236, 2, 13, 1, 10, 15, 63, 22, 17]",0
"[6, 14, 48, 123, 47, 179, 8, 55, 21, 12, 6, 755, 1, 5, 218, 9, 168, 625, 125, 22, 15, 32, 115, 263, 15, 8, 872, 21, 485, 8, 326, 7, 243, 15, 41, 723, 1497, 513, 2, 19, 513, 179, 94, 9, 26, 22, 86, 15, 1113, 37, 1, 230, 41, 64, 1113, 7, 756, 65, 35, 13, 60, 1805, 15, 808, 38, 7, 64, 263, 5, 2, 24, 9, 103, 56, 20]",0
"[22, 15, 63, 338, 1, 103, 62, 211, 116, 5, 44, 15, 8, 218, 20, 15, 8]",0
"[78, 89, 2, 13, 625, 125, 22, 15, 26, 15, 22, 49, 156, 81, 13, 25, 69, 330, 182, 15, 182, 15, 639, 2, 549, 5, 202, 20, 10, 15, 9, 1, 22, 5, 2, 13, 15, 80, 80, 645, 243, 551, 22, 80, 195, 15, 43, 164, 262, 26, 15, 103, 196, 338, 228, 164, 262, 21, 9, 1810, 157, 1500, 145, 518, 518, 15, 86, 15, 3, 263, 113, 157, 15]",0
"[122, 128, 15, 104, 22, 19, 330, 122, 67, 150, 1, 168, 48, 26, 10, 15, 9, 142, 15, 342, 70, 17, 1, 3, 263, 4, 748, 45, 19, 323, 165, 263, 4, 39, 224, 65, 445, 376, 164, 21, 35, 8, 19, 833, 323, 165, 263, 4, 25, 39, 4, 62, 15, 142, 342, 4, 15, 137, 270, 65, 182, 242, 137, 4, 25, 557, 9, 39, 4, 15, 21, 19, 833, 45, 21]",0
"[14, 9, 259, 85, 161, 22, 17, 15, 74, 17, 660, 243, 28, 145, 7, 164, 179, 12, 39, 8, 93, 179, 10, 13, 7, 164, 1, 123, 161, 173, 26, 206, 206, 7, 1813, 281]",0
"[2, 14, 9, 162, 22, 15, 221, 12, 111, 26, 15, 315, 65, 446, 39, 8, 10, 270, 8, 32, 15, 84, 221, 26, 23, 164, 262, 94, 84, 194, 68, 5, 180, 91, 15, 221, 81, 36]",0
"[32, 44, 120, 386, 291, 1503, 362, 552, 1057, 1329, 9, 12, 108, 25, 68, 63, 1330, 552, 1057, 1329, 21, 9, 37, 1, 10, 271, 32, 44, 7, 23, 4, 5, 42, 9, 885, 23, 64, 5, 136, 9, 37, 1, 10, 271]",0
"[13, 2, 776, 1, 48, 31, 16, 107, 342, 15, 70, 208, 167, 20, 28, 198, 149, 90, 107, 90, 10, 15, 19, 37, 1, 5, 39, 1814, 21, 239, 12, 365, 15, 21, 80, 178, 5, 1331, 13, 37, 163, 20, 142, 15, 608, 21, 4, 15, 113, 5, 318, 37, 167, 21, 1, 342, 342, 110, 225, 48, 30, 6, 1498, 13, 262, 31, 12, 223, 9, 60, 36, 87, 95, 38, 1116, 88, 128]",0
"[32, 27, 328, 15, 8, 84, 125, 22, 69, 144, 15, 119, 45, 103, 148, 110, 194, 225, 20]",0
"[14, 48, 13, 2, 43, 4, 528, 25, 9, 7, 1, 230, 446, 15, 12, 186, 28, 19, 94, 10, 12, 208, 178, 38, 111, 64, 528, 32, 44, 21, 24, 78, 15, 26, 22, 15, 701, 1, 1312, 2, 13, 93, 753, 6, 14, 193, 15, 8, 20, 22, 1, 230, 22, 15]",0
"[318, 282, 229, 4, 15, 90, 399, 15, 6, 342, 35, 1, 39, 213, 62, 101, 21, 4, 15, 21, 28, 966, 65, 182, 263, 43, 15, 21, 342, 15, 1, 3, 152, 6, 148, 148, 217, 124]",0
"[29, 48, 35, 107, 1330, 391, 386, 82, 1816, 37, 168, 69, 3, 82, 282, 6, 144, 5, 104, 21, 279, 391, 13, 145, 411, 386, 1, 10, 271, 8, 85, 72, 574, 34, 1496, 286, 834, 499, 35, 217, 12, 3, 7, 4, 386, 60, 1, 10, 120, 386, 32, 72, 84, 110, 74, 1058, 661, 461, 1816]",0
"[41, 247, 447, 461, 1504, 3, 123, 91, 770, 599, 12, 247]",0
"[2, 500, 55, 55, 15, 46, 502, 21, 30, 99, 14, 26, 1, 358, 110, 84, 5, 110, 183, 5, 218, 20, 500]",0
"[1, 3, 4, 108, 149, 254, 553, 810, 19, 654, 517, 390, 91, 621, 12, 298, 108, 149, 254, 553, 31, 18, 192, 339]",0
"[178, 46, 163, 28, 12, 68, 8, 160, 27, 178, 46, 225, 10, 15, 8, 26, 3, 84, 10, 15]",0
"[91, 35, 33, 129, 41, 3, 4, 66, 119, 447, 461, 253, 50, 60, 289, 41, 1059, 12, 1, 781, 636, 1332, 19, 989, 628, 12, 39, 251, 222, 679, 12, 214, 192]",1
"[125, 22, 15, 38, 244, 4, 316, 840, 12, 394, 20]",0
"[1, 83, 10, 279, 4, 509, 157, 25, 283, 178, 175, 1505, 8, 33, 74, 30, 6, 57]",0
"[173, 7, 36, 58, 60, 22, 86, 78, 395, 89, 45, 107, 53, 112, 235, 6, 5, 161, 279, 80, 92, 1, 3, 28, 82, 21, 4, 131, 186, 272, 782, 142, 144, 146, 779, 92, 20, 1, 3, 19, 125, 22, 15]",0
"[220, 46, 17, 56, 2, 13, 201, 3, 4, 25, 12, 193, 9, 63, 29, 22, 15, 28, 46, 105, 28, 32, 72, 44, 21, 26, 103, 196, 28, 67, 194, 47, 225, 32, 44, 153, 137, 93, 230, 239, 4]",0
"[1211, 33, 111, 139, 614, 8, 56, 28, 149, 149, 487, 107, 23, 4, 186, 20, 1211, 160, 98, 26, 186, 60, 1, 16, 57, 6, 16, 47, 49, 186, 28, 1211, 8, 662, 175, 20, 76]",0
"[1820, 240, 1212, 770, 43, 2, 24, 26, 3, 15, 8, 5, 78, 98, 84, 22, 15, 23, 4, 42, 20, 15, 8, 113, 80, 6, 148, 113, 315, 170, 5, 331, 81, 36]",0
"[10, 292, 47, 27, 26, 148, 104, 399, 1506, 8, 21, 27, 663, 275, 245, 26, 4, 54, 79, 179, 94, 245, 10, 357, 271, 103, 1214, 148, 94, 210, 85, 27, 78, 72, 15, 44, 235, 111, 82, 23, 270, 15, 121, 10, 15, 19, 94, 20, 48]",0
"[15, 8, 122, 22, 107, 330, 182, 15, 182, 21, 15, 21, 104, 21, 15, 8, 10, 339, 15, 441, 97, 15, 97, 19, 181, 15, 65, 691, 45, 1, 3, 263, 35, 21, 30, 5, 136, 99, 14, 43, 93, 99, 89, 12, 680, 1, 113, 1, 39, 213, 62, 28, 101, 2, 24, 21, 69, 3, 64, 24, 9, 1321, 39, 4, 15, 80, 21, 352, 615, 32, 27, 328, 44, 21, 269, 26, 6, 990, 51, 104, 58]",0
"[7, 78, 58, 8, 60, 13, 2, 43, 4, 55, 27, 15, 411, 25, 487, 1, 317, 107, 5, 270, 35, 8, 15, 186, 28, 195, 15, 94, 524, 9, 15, 56, 86, 1, 629, 186, 28, 116, 379, 916, 21, 1507, 15, 60, 7, 4, 25, 623, 4, 15, 20, 144, 117, 60, 15, 228, 25, 6, 98, 412, 197, 20]",0
"[2, 14, 71, 14, 21, 26, 980, 69, 19, 204, 12, 1510, 17]",0
"[106, 283, 245, 204, 25, 8, 47, 1334, 158, 671, 106]",1
"[467, 80, 131, 15, 186, 1, 3, 5, 826, 86, 186, 15, 10, 1336, 1, 48]",0
"[320, 320, 98, 26, 1061, 15, 200, 25, 113, 157, 15, 330, 315, 93, 21]",0
"[29, 209, 42, 12, 151, 1, 3, 4, 21, 469, 42, 469, 662, 224, 177, 62, 72]",0
"[39, 5, 913, 21, 132, 178, 257, 1825, 19, 204, 8, 78, 123]",0
"[125, 22, 15, 21, 306, 4, 131, 131, 15, 1, 211, 17, 48]",0
"[95, 36, 58, 393, 201, 2, 22, 15, 139, 1, 3, 5, 270]",0
"[14, 126, 189, 106, 1029, 416, 260, 25, 12, 71, 123]",0
"[33, 14, 9, 32, 98, 15, 8, 84, 125, 22, 81, 36]",0
"[126, 35, 160, 126, 271, 87, 271, 5, 512, 25, 1117, 515, 71, 174, 89, 25, 271, 512, 1, 10, 4, 34, 1326, 10, 42, 1, 211, 757, 91, 68, 512, 863, 541, 1511, 887, 390, 454, 32, 260, 21, 126, 587, 25, 22, 587, 10, 22, 395, 89, 586, 734, 512, 254, 19, 68, 68, 783, 828, 1118, 25, 1337, 292, 25, 350, 19, 54, 664, 42]",1
"[33, 129, 366, 3, 243, 55, 55, 1826, 520, 1827, 60, 42, 261, 355, 148]",1
"[14, 19, 106, 41, 5, 4, 9, 29, 25, 8, 67, 67, 93, 161, 25, 8, 12, 69, 27, 160, 991]",0
"[26, 89, 108, 76, 14, 9, 32, 94, 15, 125, 221]",0
"[22, 15, 118, 110, 32, 260]",0
"[1820, 2, 8, 48, 14, 27, 73, 3, 1, 1120, 295, 57, 8, 38, 205, 497, 128, 148, 153, 735, 38, 1, 10, 15]",0
"[266, 48, 10, 12, 100, 73, 25, 67, 26, 3, 25, 63, 98, 27, 153, 293, 133]",0
"[33, 44, 759, 12, 1339, 19, 109, 8, 47, 14, 30, 1331, 7, 5, 1828, 1829]",1
"[7, 36, 58, 200, 201, 8, 6, 115, 37, 1, 23, 4, 22, 15, 21, 32, 5, 44, 62]",0
"[6, 31, 18, 12, 96, 9, 40, 49, 61, 3, 297, 19, 49, 10, 15]",0
"[46, 17, 2, 25, 14, 16, 47, 377, 170, 104, 21, 25, 837, 8, 27, 154]",1
"[2, 467, 55, 15, 69, 20, 182, 6, 15, 21, 2, 1, 559, 156, 67, 165, 156, 38, 8, 32, 72, 2, 8, 5, 44, 62]",0
"[78, 15, 8, 20, 26, 34, 191, 15, 8, 186, 28, 5, 104, 15, 8, 80]",0
"[14, 86, 211, 382, 28, 484, 89, 147, 65, 147, 1, 39, 164, 164, 21]",1
"[14, 94, 43, 4, 73, 25, 8, 1, 123, 116, 921, 21, 27, 25, 8]",0
